age,gender,region_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,days_since_joined
16,M,City,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,7.0,2014.973586,10114.08,16.0,667.97,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Pro,18,16,1504,358.34,2,197
25,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16.0,115.56,3894.85,16.0,698.25,Yes,No,Yes,No Information Available,Quality Customer Care,0,Enterprise,34,25,9896,902.26,0,445
37,F,City,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16.0,60.32,24069.86,29.0,1088.089506,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,Enterprise,31,27,9351,442.85,2,534
17,M,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,55.72,43814.4,14.0,698.25,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,21,20,2162,268.61,0,430
45,M,Town,No,Without Offers,Smartphone,Mobile_Data,20.0,69.76,27446.08,20.0,776.37,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,Enterprise,37,29,8416,528.3199999999999,1,238
47,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,5.0,476.78,9996.99,25.0,515.34,No,Yes,Yes,Unsolved,Poor Website,1,Basic,11,11,357,168.14,0,332
10,F,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,5.0,290.91,47077.4,7.0,1251.040845,Yes,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,26,23,7318,322.87,0,210
19,M,City,Yes,Without Offers,Desktop,Wi-Fi,14.0,33.7,39660.11,14.0,681.66,No,Yes,No,Not Applicable,No reason specified,1,Basic,14,13,414,374.31,2,357
57,M,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8.0,148.94,3001.77,17.0,698.25,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,24,21,1883,501.1,1,9
13,M,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,47.51,62127.31,16.0,710.77,No,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,28,26,8990,733.26,0,852
20,F,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14.0,31.22,6503.56,22.0,513.7,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,17,17,317,404.21,3,588
32,F,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,33.44,35039.04,21.0,765.66,Yes,No,No,Not Applicable,No reason specified,0,Pro,16,15,1418,244.11,5,571
64,M,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,292.32,56655.02,16.0,483.8109218,No,Yes,Yes,Solved in Follow-up,Reasonable Price,0,Pro,36,28,1954,783.62,4,581
52,F,City,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,11.0,174.18,43404.96,7.0,618.32,No,Yes,Yes,Unsolved,Poor Customer Service,1,Pro,27,26,3345,566.28,1,1084
38,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,22.0,51.89,35179.75,24.0,767.41,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,41,34,11417,988.14,1,1078
17,F,Town,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,16.0,747.63,27470.62,16.0,587.02,No,Yes,No,Not Applicable,No reason specified,1,Basic,13,13,446,292.92,6,53
45,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,18.0,93.41,37266.52,11.0,523.66,Yes,No,Yes,No Information Available,No reason specified,1,Basic,15,13,307,306.19,5,873
20,F,City,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22.0,41.51,42751.35,23.0,769.94,No,Yes,Yes,Solved in Follow-up,Too many ads,0,Enterprise,27,22,11230,375.79,4,698
48,M,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,5.0,55.45,76308.32,7.0,845.98,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,40,29,9322,901.68,0,878
59,M,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,233.93,34691.04,13.0,738.31,Yes,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,49,40,11127,1263.21,1,979
22,F,Town,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,21.0,510.75,18749.6,6.0,662.34,No,Yes,Yes,Solved,No reason specified,1,Basic,6,6,293,69.01,9,368
37,F,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,23.0,174.18,7980.37,10.0,783.12,No,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,38,31,10727,761.75,4,1079
59,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,178.36,36290.88,5.0,637.21,Yes,No,Yes,No Information Available,Too many ads,1,Basic,17,16,272,357.7,6,728
49,M,Town,Yes,Without Offers,Both,Wi-Fi,6.0,333.37,37354.38,15.0,698.25,Yes,Yes,Yes,No Information Available,Too many ads,0,Enterprise,56,44,12914,1514.02,1,905
50,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,14.0,244.75,33257.81,7.0,651.33,Yes,Yes,Yes,Solved,Poor Website,1,Basic,11,9,303,280.98,9,973
51,F,City,No,Without Offers,Desktop,Wi-Fi,13.0,116.77,1183.42,10.0,777.62,No,Yes,Yes,Unsolved,No reason specified,0,Enterprise,45,34,9053,1463.88,3,192
27,M,City,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,3.0,628.3,33635.22,23.0,592.99,No,Yes,Yes,Solved,Too many ads,1,Basic,10,10,370,213.94,1,760
62,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,7.0,1188.607544,24274.08,16.0,693.91,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Pro,22,18,1817,595.14,0,999
52,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,15.0,78.28,40009.22,7.0,784.07,No,Yes,Yes,Solved,Poor Website,0,Enterprise,49,38,9293,1167.35,0,461
24,F,City,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,5.0,53.46,2163.89,5.0,710.9,Yes,No,No,Not Applicable,No reason specified,0,Pro,19,17,2189,292.69,6,628
43,M,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,31.49,48202.99,25.0,653.01,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,5,4,496,82.88,5,58
47,M,Town,Yes,Without Offers,Desktop,Fiber_Optic,14.0,150.96,24816.64,20.0,688.52,No,Yes,Yes,No Information Available,Poor Website,1,Pro,16,15,1704,217.87,19,933
45,F,Village,No,Credit/Debit Card Offers,Both,Mobile_Data,19.0,402.57,5847.62,21.0,604.51,No,Yes,Yes,Solved,Too many ads,1,Basic,17,15,356,340.63,2,713
61,F,City,No,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,274.99,47335.47,8.0,724.61,Yes,Yes,No,Not Applicable,No reason specified,0,Pro,37,34,1600,1019.02,4,227
20,M,City,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,67.79,28656.15,16.0,712.29,No,Yes,Yes,No Information Available,Poor Customer Service,0,Enterprise,43,33,8500,968.64,0,916
51,M,Village,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15.0,165.38,9374.69,16.0,791.09,No,Yes,Yes,Solved,No reason specified,0,Pro,30,28,1629,850.3,2,593
28,F,Town,No,Without Offers,Desktop,Mobile_Data,19.0,32.75,6865.66,13.0,698.25,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,9,9,370,208.63,21,430
53,M,City,Yes,Without Offers,Desktop,Mobile_Data,7.0,374.25,36477.32,10.0,608.36,Yes,Yes,No,Not Applicable,Poor Website,1,Basic,7,7,394,152.94,8,909
33,M,Town,Yes,Without Offers,Desktop,Fiber_Optic,13.0,259.91,28468.94,20.0,614.34,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,17,16,339,394.76,6,347
52,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,8.0,265.73,10954.2,3.0,725.88,No,Yes,Yes,No Information Available,Reasonable Price,0,Enterprise,19,18,13666,231.94,4,957
25,M,Town,Yes,Without Offers,Desktop,Fiber_Optic,8.0,116.68,31111.86,19.0,300.8422801,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,10,10,425,140.48,5,850
42,F,Town,No,Without Offers,Desktop,Fiber_Optic,13.0,113.51,31592.1,5.0,349.8166424,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,49,40,10401,1222.92,0,687
63,F,Village,No,Without Offers,Desktop,Wi-Fi,12.0,90.53,4445.69,15.0,650.99,Yes,No,Yes,Solved,Poor Product Quality,1,Pro,21,20,1700,297.07,8,771
38,F,Town,Yes,Without Offers,Smartphone,Wi-Fi,13.0,119.35,49682.55,13.0,546.71,No,Yes,No,Not Applicable,No reason specified,1,Basic,12,10,517,166.18,6,925
16,F,Town,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,15.0,174.18,96499.01,19.0,848.79,Yes,Yes,Yes,No Information Available,Products always in Stock,0,Enterprise,32,30,15277,425.1,0,251
18,F,Village,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,46.49,28296.19,3.0,425.045576,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0,Enterprise,44,36,13553,1142.77,3,734
38,M,Village,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,55.34,39544.25,5.0,752.75,No,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,41,35,9387,864.08,0,47
63,M,City,Yes,Without Offers,Desktop,Mobile_Data,12.0,174.18,30516.01,28.0,745.36,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,20,18,2434,414.97,9,266
14,M,Town,Yes,Without Offers,Desktop,Mobile_Data,11.0,1244.611532,47325.54,16.0,791.27,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,26,22,1415,737.98,0,591
64,F,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,30.51,15373.67,27.0,532.12,Yes,No,Yes,Unsolved,No reason specified,1,Basic,11,11,228,169.2,1,646
12,M,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,252.54,24490.87,12.0,712.9,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,61,51,6454,1723.07,0,943
44,M,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,2.0,303.41,49321.39,17.0,333.1583318,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,14,14,404,325.39,13,235
23,M,City,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,24.0,64.79,5149.34,18.0,758.12,Yes,No,Yes,Unsolved,Poor Product Quality,0,Enterprise,65,44,8766,1462.07,1,221
42,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6.0,822.07,38818.59,16.0,517.83,Yes,Yes,No,Not Applicable,Poor Website,1,Basic,8,8,291,114.53,13,339
39,M,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,1209.085303,99696.23,16.0,42.00479498,No,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,42,36,7763,745.47,3,400
17,M,Town,Yes,Without Offers,Smartphone,Wi-Fi,11.0,806.99,49052.43,5.0,648.87,No,Yes,Yes,Solved,Too many ads,1,Basic,12,11,439,301.72,9,652
32,M,City,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,1495.86,19857.68,14.0,797.27,Yes,Yes,No,Not Applicable,Poor Customer Service,0,Pro,27,23,1644,516.6899999999999,1,464
16,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,15.0,48.42,40051.31,11.0,702.73,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,Pro,25,22,3384,285.7,0,920
36,M,Town,Yes,Without Offers,Desktop,Fiber_Optic,13.0,53.66,36598.43,25.0,700.19,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,13,11,233,256.59,17,786
23,M,City,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15.0,191.19,34137.74,7.0,698.16,No,Yes,Yes,Solved,No reason specified,1,Pro,19,17,2178,363.73,8,17
19,M,Village,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15.0,325.21,46050.57,18.0,715.48,No,Yes,Yes,Solved in Follow-up,Poor Website,0,Enterprise,42,36,11773,952.46,0,95
33,F,City,No,Gift Vouchers/Coupons,Both,Fiber_Optic,19.0,284.46,77258.19,7.0,755.6,No,Yes,Yes,Solved in Follow-up,Reasonable Price,0,Enterprise,34,28,9174,753.98,0,922
11,M,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,269.95,35202.2,16.0,747.77,No,Yes,No,Not Applicable,Too many ads,0,Pro,30,25,1909,685.85,1,805
63,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16.0,33.69,23228.79,16.0,732.11,Yes,No,No,Not Applicable,Too many ads,0,Pro,24,20,2923,452.66,0,118
48,M,Town,No,Without Offers,Both,Wi-Fi,14.0,475.09,6081.29,50.47536909,710.55,Yes,Yes,Yes,Solved in Follow-up,Too many ads,0,Enterprise,39,31,8131,770.0699999999999,2,602
37,M,City,No,Without Offers,Desktop,Wi-Fi,12.0,32.54,19872.45,14.0,792.9,Yes,No,Yes,Solved,Too many ads,0,Pro,41,32,1634,1332.24,5,131
22,F,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,22.0,1010.625017,19648.43,16.0,564.64,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,23,19,321,568.5899999999999,4,1022
44,F,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,9.0,505.69,32345.3,15.0,589.6,Yes,No,No,Not Applicable,No reason specified,1,Basic,12,11,376,209.9,8,437
55,F,Town,Yes,Without Offers,Both,Mobile_Data,18.0,926.04,8006.95,6.0,647.54,No,Yes,No,Not Applicable,Too many ads,1,Basic,14,14,331,307.26,17,878
51,F,Town,No,Without Offers,Desktop,Fiber_Optic,20.0,31.16,26137.14,10.0,709.39,No,Yes,Yes,Solved,Poor Product Quality,0,Pro,37,32,1468,887.91,5,678
31,M,City,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9.0,195.94,29378.52,16.0,671.67,No,Yes,No,Not Applicable,Poor Website,1,Pro,25,22,1938,578.24,3,1029
52,F,City,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10.0,277.34,14062.64,16.0,462.5284366,Yes,No,Yes,Solved,Poor Website,0,Pro,30,27,1450,730.12,2,306
12,F,City,Yes,Without Offers,Smartphone,Fiber_Optic,15.0,182.99,38780.78,17.0,761.05,Yes,No,Yes,Solved in Follow-up,Too many ads,0,Enterprise,29,26,7118,418.49,0,208
12,M,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18.0,55.98,25496.87,16.0,783.43,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,58,43,11024,1488.33,0,287
17,F,Town,No,Without Offers,Smartphone,Wi-Fi,22.0,443.45,42796.78,16.0,798.44,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,46,35,9520,933.54,4,3
60,F,Town,Yes,Without Offers,Smartphone,Mobile_Data,19.0,174.18,32607.17,19.0,527.93,Yes,No,No,Not Applicable,Poor Website,1,Basic,17,14,408,507.89,0,885
29,M,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,21.0,182.43,31056.89,21.0,1064.950248,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,9,9,340,178.18,13,936
41,M,City,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15.0,602.62,41848.06,6.0,698.25,No,Yes,Yes,Unsolved,Too many ads,1,Basic,13,12,282,238.5,6,580
26,F,Village,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11.0,178.64,68448.53,31.15237422,1385.766987,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,52,39,9307,1538.75,3,1006
63,F,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13.0,34.22,48110.13,18.0,776.93,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,38,34,8429,898.56,0,982
28,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,9.0,33.2,27605.5,20.0,679.97,No,Yes,Yes,Unsolved,Too many ads,1,Basic,16,14,392,419.94,2,430
45,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,129.82,39155.96,17.0,1036.088527,No,Yes,No,Not Applicable,Too many ads,1,Pro,27,24,2010,725.29,0,333
16,F,Town,No,Without Offers,Smartphone,Mobile_Data,17.0,53.72,11712.49,23.0,695.38,Yes,No,No,Not Applicable,Too many ads,1,Basic,15,13,270,375.23,4,698
20,F,Town,No,Without Offers,Desktop,Mobile_Data,15.0,193.54,43077.6,8.0,394.8030692,Yes,No,Yes,Solved,Too many ads,1,Basic,12,11,334,271.01,5,787
50,M,Village,No,Without Offers,Smartphone,Mobile_Data,13.0,148.13,45699.61,8.0,640.93,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,15,14,465,510.11,1,440
42,F,City,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,18.0,89.41,38745.46,16.0,698.25,No,Yes,No,Not Applicable,Too many ads,0,Pro,12,12,1589,178.97,13,84
38,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,173.58,12591.18,36.90797924,698.25,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,6,6,247,44.64,5,396
45,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3.0,161.76,919.9,15.0,672.29,Yes,No,Yes,Unsolved,No reason specified,1,Pro,28,28,2579,620.73,0,965
24,F,Town,Yes,Without Offers,Smartphone,Mobile_Data,11.0,249.26,6298.21,16.0,745.73,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,30,26,1937,707.92,1,993
38,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,11.0,988.7003826,25575.15,21.0,617.95,No,Yes,No,Not Applicable,No reason specified,1,Basic,7,5,420,189.77,4,434
50,F,Town,No,Without Offers,Desktop,Mobile_Data,13.0,81.41,39571.25,11.0,656.41,Yes,No,No,Not Applicable,Poor Website,1,Basic,9,8,207,164.64,0,152
12,F,City,No,Without Offers,Desktop,Wi-Fi,25.0,94.48,8277.54,29.0,698.25,No,Yes,Yes,Solved,Poor Customer Service,1,Basic,5,5,234,84.74000000000001,25,770
11,M,City,No,Credit/Debit Card Offers,Both,Mobile_Data,15.0,551.92,46583.85,19.0,698.25,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,53,36,14994,1122.24,0,561
53,M,City,No,Without Offers,Smartphone,Mobile_Data,10.0,57.24,11434.81,6.0,689.25,No,Yes,No,Not Applicable,Poor Website,1,Basic,14,11,295,310.28,0,295
27,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,16.0,174.18,65370.77,16.0,764.46,Yes,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,35,30,11462,510.52,3,410
52,M,City,No,Without Offers,Smartphone,Wi-Fi,22.0,68.43,25141.33,27.0,1218.096208,Yes,No,Yes,Unsolved,Poor Product Quality,0,Pro,20,20,2339,283.05,1,991
45,M,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,5.0,35.94,16704.42,12.0,766.27,No,Yes,Yes,Solved,Reasonable Price,0,Enterprise,40,35,6461,856.91,0,659
47,F,Town,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15.0,174.18,33121.44,8.0,700.82,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,17,16,2458,327.8,9,777
18,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,400.23,17594.78,15.0,704.86,Yes,Yes,Yes,Solved,Poor Product Quality,1,Pro,26,22,1623,444.12,13,509
43,F,Town,No,Without Offers,Desktop,Fiber_Optic,7.0,85.93,21197.68,18.0,501.11,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,15,14,316,329.54,6,838
52,M,Village,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,16.0,100.52,38143.93,13.0,698.25,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,12,10,269,210.41,2,753
61,M,Town,No,Without Offers,Desktop,Wi-Fi,22.0,106.88,17818.92,6.0,509.18,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,9,9,388,114.47,14,932
17,M,City,No,Without Offers,Both,Wi-Fi,13.0,432.46,33106.41,6.0,698.25,Yes,No,Yes,Unsolved,Too many ads,1,Basic,12,11,352,228.11,7,154
35,M,Town,No,Without Offers,Desktop,Wi-Fi,18.0,132.96,6833.19,26.0,280.1192618,No,Yes,No,Not Applicable,No reason specified,1,Basic,10,9,273,222.48,2,595
56,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15.0,50.61,22756.26,25.0,727.41,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,48,38,6601,996.78,0,159
36,F,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18.0,848.7495566,3999.04,6.0,652.7,Yes,No,Yes,No Information Available,Too many ads,1,Basic,9,9,218,299.23,4,538
35,F,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,268.49,78329.82,7.0,752.27,Yes,Yes,Yes,Unsolved,User Friendly Website,0,Enterprise,46,36,8823,1369.16,0,1034
51,M,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14.0,191.84,6651.25,14.0,612.21,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,21,19,375,582.4300000000001,7,575
15,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8.0,408.35,33386.35,26.0,628.93,Yes,No,Yes,Unsolved,Poor Website,1,Basic,10,8,304,254.1,26,246
48,M,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,16.0,277.42,47575.18,29.0,681.72,No,Yes,Yes,No Information Available,Poor Website,1,Basic,11,11,289,173.93,4,582
56,M,City,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17.0,174.18,42782.04,21.0,526.94,No,Yes,No,Not Applicable,No reason specified,1,Basic,19,19,225,417.68,12,860
29,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,164.49,46948.4,13.0,798.98,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,38,32,7976,720.9499999999999,0,407
11,M,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11.0,95.12,29934.92,16.0,636.71,No,Yes,No,Not Applicable,Poor Website,1,Basic,22,19,445,547.55,5,358
22,M,City,No,Without Offers,Desktop,Fiber_Optic,7.0,579.98,25702.49,12.0,1276.58323,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Pro,40,34,2351,1270.52,2,917
11,F,Village,No,Without Offers,Both,Wi-Fi,9.0,267.86,48313.69,18.0,707.35,Yes,Yes,Yes,No Information Available,Too many ads,1,Basic,10,10,383,198.4,3,262
52,M,Town,No,Without Offers,Desktop,Wi-Fi,19.0,135.73,7898.69,16.0,386.5092273,Yes,No,Yes,Solved,Quality Customer Care,0,Enterprise,51,39,8201,1302.93,0,1025
29,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,484.65,37360.65,22.0,698.25,Yes,No,Yes,Solved,Too many ads,1,Basic,18,16,289,439.94,1,288
13,F,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,6.0,2092.918646,74742.57,19.0,752.93,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,54,41,9003,1560.41,0,899
18,M,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16.0,30.41,26902.04,12.0,799.05,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,30,23,8057,465.52,6,712
42,F,Village,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,21.0,31.78,17897.42,21.0,505.85,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,4,4,216,47.0,5,248
59,F,Village,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12.0,37.24,45746.77,16.0,644.89,No,Yes,No,Not Applicable,No reason specified,1,Pro,20,18,1763,329.05,0,706
60,M,City,No,Gift Vouchers/Coupons,Both,Wi-Fi,15.0,1208.71,6756.12,12.0,601.21,Yes,No,Yes,Unsolved,Too many ads,1,Basic,13,12,205,202.12,3,436
16,M,City,No,Without Offers,Both,Mobile_Data,13.0,386.43,9892.05,17.0,525.07,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Basic,8,8,273,129.17,8,56
48,M,Village,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12.0,174.18,41072.62,17.0,779.92,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,44,38,9831,988.12,2,720
28,M,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,18.0,30.79,35953.7,5.0,294.9468709,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Pro,41,34,2197,1142.66,1,951
64,M,Town,No,Without Offers,Smartphone,Wi-Fi,21.0,187.41,3592.5,22.0,768.61,No,Yes,No,Not Applicable,Too many ads,0,Pro,26,23,1184,661.64,1,1026
11,M,Town,No,Gift Vouchers/Coupons,Both,Wi-Fi,13.0,255.08,2077.12,12.0,789.09,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,31,27,2693,797.4,5,472
17,M,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,2.0,174.18,40699.83,11.0,720.12,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,39,32,6881,737.53,4,116
63,F,City,No,Without Offers,Desktop,Mobile_Data,15.0,174.18,33308.8,8.0,509.75,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,13,13,353,339.85,3,979
15,M,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,141.3,2214.71,10.0,931.2715827,Yes,No,No,Not Applicable,User Friendly Website,0,Enterprise,55,40,12805,1458.65,0,42
17,F,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10.0,97.49,5387.43,11.0,644.5,No,Yes,No,Not Applicable,Poor Website,1,Pro,16,15,1350,296.02,20,122
37,M,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,4.0,477.09,20099.56,12.0,637.08,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,6,6,325,92.14,13,1029
51,F,City,No,Without Offers,Desktop,Mobile_Data,13.0,31.56,65008.72,14.0,762.44,No,Yes,Yes,Unsolved,Quality Customer Care,0,Pro,21,20,2586,406.07,5,968
23,F,Town,No,Without Offers,Smartphone,Wi-Fi,18.0,1167.656585,32242.89,21.0,937.2924119,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,18,15,240,397.54,1,480
14,M,City,Yes,Without Offers,Desktop,Mobile_Data,12.0,102.31,34786.48,27.0,765.07,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,39,33,10847,936.29,14,173
54,F,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,243.17,25832.12,25.0,784.44,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,21,17,3192,494.96,2,397
31,M,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,13.0,330.63,10510.08,26.0,648.39,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,9,8,262,125.95,2,249
