age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active
37,M,5Y5XI4L,City,07-04-2017,Yes,CID23460,Credit/Debit Card Offers,Desktop,Fiber_Optic,16:15:37,2,69.03,32510.32,16,724.95,Yes,No,Yes,Unsolved,Poor Customer Service,0,Pro,16,15,2445,272.72,4
44,M,OGSD9OL,Town,12-09-2017,No,xxxxxxxx,Without Offers,Both,Mobile_Data,22:53:23,13,384.46,24876.74,Error,730.74,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,45,37,12396,1274.16,0
32,M,WOD1NCB,Village,04-05-2017,Yes,CID23025,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6:56:30,9,250.21,1508.71,Error,946.6787907,Yes,No,No,Not Applicable,Poor Website,1,Pro,20,15,1323,375.63,5
61,F,7G4VMEQ,Town,05-04-2016,Yes,CID19660,Credit/Debit Card Offers,Smartphone,Fiber_Optic,5:54:15,25,128.62,27987.0,19,739.48,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,29,22,9008,538.19,3
48,M,WMXYMO3,Village,30-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,14:36:49,11,305.36,13214.95,29,701.59,Yes,No,No,Not Applicable,Too many ads,0,Pro,38,29,1587,1118.32,11
33,F,K5EIUSN,City,20-04-2016,Yes,CID43645,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:21:15,17,89.21,23306.53,16,735.33,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,27,24,8953,414.29,2
13,M,Z0IBPCV,,24-04-2016,Yes,CID62218,Credit/Debit Card Offers,Desktop,Fiber_Optic,9:17:41,9,454.37,85438.24,5,753.34,Yes,Yes,No,Not Applicable,Products always in Stock,0,Pro,29,24,2157,667.2,5
30,F,MDMLCPD,Town,06-03-2016,Yes,CID27326,Without Offers,Smartphone,Wi-Fi,21:05:28,13,84.67,35042.4,20,765.63,Yes,No,Yes,No Information Available,No reason specified,0,Pro,20,17,2991,479.4,5
43,F,PTI1EF5,City,03-05-2017,?,CID31187,Credit/Debit Card Offers,Desktop,Wi-Fi,17:00:41,22,85.31,28770.88,12,646.32,Yes,No,Yes,Solved,Too many ads,1,Pro,15,15,2029,202.01000000000002,0
61,F,66PDG0J,City,10-09-2015,Yes,CID24404,Gift Vouchers/Coupons,?,Wi-Fi,0:35:49,-999,270.37,11741.81,-2.610590599,550.44,Yes,Yes,No,Not Applicable,Too many ads,1,Basic,27,25,415,760.9,0
59,F,ECQPIE8,Town,07-02-2016,Yes,CID34249,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:03:47,23,32.16,16625.03,7,756.22,Yes,No,Yes,No Information Available,Reasonable Price,0,Pro,22,22,1874,438.77,0
38,F,ZUDZW3Z,City,17-05-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,1:50:31,13,95.99,10034.73,28,492.3676951,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,49,32,10541,1253.73,7
22,F,7WS9JCT,City,12-08-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,4:59:33,13,180.19,28982.56,Error,617.4,Yes,No,Yes,Solved,Poor Website,1,Pro,23,21,2407,368.18,4
58,M,ACJ3RSU,Town,23-08-2016,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,0:45:53,7,492.76,14008.43,Error,756.01,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,47,36,12224,996.09,0
12,M,OII8M2Z,Village,17-06-2015,Yes,CID44985,Credit/Debit Card Offers,Both,Fiber_Optic,6:04:50,5,544.58,15974.41,15,548.26,No,Yes,Yes,Solved,Poor Product Quality,1,Basic,14,13,293,349.12,2
50,F,KGDT1R3,City,15-01-2015,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,20:29:00,16,415.32,46092.14,17,618.65,Yes,Yes,No,Not Applicable,No reason specified,1,Basic,11,11,302,145.22,4
35,M,PUE36NS,,14-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,10:09:11,21,32.36,12953.13,Error,202.0750963,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,31,30,1404,736.21,0
23,M,ZK4UA60,Town,22-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:00:06,11,155.6,15638.08,13,707.79,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,16,16,422,444.86,16
23,F,GFQ70W0,,03-03-2015,Yes,CID61314,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:37:07,23,52.82,36378.76,11,686.86,No,Yes,No,Not Applicable,Poor Website,1,Pro,21,21,1686,360.66,0
16,M,XZL1CAJ,City,22-01-2017,Yes,CID11412,Without Offers,Desktop,Mobile_Data,20:45:24,21,33.36,24905.16,28,565.58,Yes,No,No,Not Applicable,No reason specified,1,Basic,18,16,268,272.33,1
17,M,G1J1MLQ,,22-02-2017,Yes,CID30070,Credit/Debit Card Offers,Desktop,Wi-Fi,13:08:17,12,276.33,31821.81,22,,Yes,No,Yes,No Information Available,No reason specified,1,Basic,11,10,289,198.82,1
56,F,UXZDLD2,Town,30-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:37:54,17,65.74,1634.02,6,,No,Yes,No,Not Applicable,Reasonable Price,0,Pro,18,14,1623,290.13,25
54,M,R4YTUHK,Town,09-12-2015,Yes,CID23285,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:52:35,9,300.81,33771.75,-12.90639375,604.85,Yes,Yes,Yes,Solved,Poor Customer Service,1,Pro,12,11,1853,205.56,7
26,M,YTKFTI5,Village,27-12-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,3:08:56,20,264.23,12911.51,Error,780.76,No,Yes,Yes,Solved,Too many ads,0,Enterprise,35,27,10411,696.72,1
43,M,LNUT70Q,City,21-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,17:03:02,10,64.08,4951.84,20,795.62,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,50,32,13086,1403.5,1
32,M,XTQXKDJ,Town,02-01-2017,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,19:54:32,4,101.23,29618.33,5,672.92,No,Yes,Yes,Unsolved,Too many ads,1,Basic,17,14,336,485.77,1
60,M,8YVEFSM,Village,04-01-2015,Yes,CID51515,Credit/Debit Card Offers,Desktop,Wi-Fi,20:40:09,11,75.62,27203.97,24,759.68,Yes,No,Yes,Solved,No reason specified,0,Pro,34,31,1914,792.4,0
35,F,W2NJCH9,,04-10-2016,?,CID32691,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:10:51,16,84.26,14102.4,29,673.46,No,Yes,No,Not Applicable,Poor Website,1,Basic,13,13,233,330.12,0
54,F,T8ZRBV7,Town,20-02-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,18:17:06,17,-869.6626478,829.41,26,1212.10996,No,Yes,Yes,Unsolved,Poor Website,1,Basic,14,13,326,189.09,3
41,F,VACHHDC,Town,15-10-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,17:08:59,11,38.18,45793.64,18,755.2,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,47,39,7267,1155.03,8
26,M,GFTNO32,Village,07-04-2015,Yes,CID26568,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:40:49,23,142.85,13224.15,29,744.29,No,Yes,Yes,No Information Available,Poor Website,0,Pro,23,21,1325,619.48,8
12,M,QZC71RB,Town,11-10-2016,?,CID7371,Gift Vouchers/Coupons,?,Mobile_Data,5:52:46,16,622.4,4006.32,5,793.53,Yes,Yes,Yes,No Information Available,Products always in Stock,0,Pro,26,24,3085,353.03000000000003,0
37,M,1DWVGX0,City,01-01-2016,?,CID7994,Credit/Debit Card Offers,Desktop,Mobile_Data,21:44:37,11,60.67,22999.84,28,735.23,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,Enterprise,31,28,9025,690.01,1
59,F,H1QEIP4,Town,05-01-2016,?,CID28305,Credit/Debit Card Offers,Desktop,Mobile_Data,17:46:50,18,692.74,15102.34,17,,Yes,No,Yes,Unsolved,Too many ads,0,Pro,13,13,2119,173.54,3
46,F,INC3ZBZ,City,21-03-2016,No,xxxxxxxx,Without Offers,?,Wi-Fi,7:03:57,19,64.6,25366.68,20,644.37,No,Yes,No,Not Applicable,No reason specified,1,Basic,18,17,499,429.21,5
12,M,QDFEF8K,Town,23-10-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,6:01:26,9,34.67,40919.42,28,691.78,No,Yes,Yes,Solved,Poor Customer Service,0,Pro,26,21,1549,544.56,4
19,F,8TRVZCU,City,17-12-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,1:44:01,24,66.23,8646.89,21,670.81,Yes,No,Yes,No Information Available,No reason specified,1,Basic,16,15,267,487.3,10
28,F,7O2H2NF,City,11-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,0:07:27,11,144.53,4305.76,Error,699.04,Yes,No,No,Not Applicable,Poor Website,1,Basic,16,15,446,412.37,1
25,F,UCSJQL4,Town,24-04-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:48:50,2,234.2,15668.02,-8.740868584,776.91,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,20,15,2331,434.74,6
56,M,9MBTDSB,City,17-12-2017,Yes,CID53948,Credit/Debit Card Offers,?,Wi-Fi,6:19:34,20,145.65,975.94,21,318.0906646,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,16,14,2867,306.69,7
44,F,U98FVVJ,City,11-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,17:59:34,3,428.44,15883.59,24,727.71,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,17,16,1935,291.43,22
63,F,GD1L5U1,Town,21-04-2016,?,CID2192,Credit/Debit Card Offers,Smartphone,Wi-Fi,22:05:19,21,457.02,1923.33,18,700.92,Yes,No,No,Not Applicable,User Friendly Website,0,Pro,27,21,2725,618.52,0
63,F,TQZ24EG,City,29-10-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,12:40:04,21,1301.040146,8130.59,25,612.64,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,10,10,211,183.1,21
29,F,FTHSRMV,Town,03-04-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,7:59:51,17,463.19,26162.53,24,735.03,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,31,27,2448,767.59,4
37,M,ZKI98NS,Village,07-03-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,11:11:22,4,433.76,23402.37,8,729.2,No,Yes,Yes,Solved in Follow-up,Too many ads,0,Pro,16,16,1904,279.04,2
28,F,ZM5RLL1,Village,01-12-2017,Yes,CID4671,Without Offers,Smartphone,Mobile_Data,6:55:20,7,83.11,8217.23,14,593.35,Yes,No,Yes,Solved,No reason specified,1,Basic,12,11,316,122.9,2
50,M,RQ1V1HU,,04-02-2017,Yes,CID46564,Without Offers,Both,Mobile_Data,12:05:06,10,875.7,48194.36,16,815.9667351,Yes,Yes,Yes,Solved in Follow-up,Too many ads,1,Basic,15,15,374,239.09,2
29,M,RM2SID8,,12-05-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,23:30:51,10,675.27,40130.44,24,729.91,No,Yes,Yes,Solved in Follow-up,Poor Website,0,Pro,31,25,2720,593.14,0
57,F,EII2UVH,Town,24-01-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:21:12,10,85.16,23511.2,Error,707.19,Yes,No,No,Not Applicable,Too many ads,0,Pro,14,12,2087,146.03,19
35,F,QXVB9QI,Town,24-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,15:21:41,15,232.9,73100.35,1,776.47,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,39,32,9278,867.92,0
55,M,TBTVD4B,Town,06-05-2015,?,CID39617,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11:28:07,20,248.14,43188.99,7,744.97,Yes,No,Yes,Unsolved,Poor Product Quality,0,Enterprise,20,20,8251,331.78000000000003,1
57,F,FIHM55A,City,09-05-2016,Yes,CID32313,Credit/Debit Card Offers,Smartphone,Wi-Fi,19:56:01,22,396.12,22141.04,8,764.3,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,48,33,7940,1124.45,1
16,M,D4M6BKQ,Town,03-10-2017,Yes,CID56669,Credit/Debit Card Offers,?,Wi-Fi,14:37:56,22,32.3,18278.27,9,580.75,Yes,No,No,Not Applicable,Too many ads,1,Basic,6,5,396,71.37,7
42,F,EZUCMX6,Town,13-03-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,6:43:59,22,444.25,46026.71,19,594.36,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,10,9,245,223.88,4
30,F,MJ0JAAH,,23-03-2016,Yes,xxxxxxxx,Without Offers,?,Mobile_Data,17:34:20,4,81.35,39591.19,6,,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,17,17,2018,379.28999999999996,13
41,F,6TX5XYP,Town,08-12-2016,Yes,CID1473,Without Offers,?,Mobile_Data,18:59:15,6,618.09,82154.61,-19.04315682,825.97,Yes,Yes,Yes,Unsolved,User Friendly Website,0,Pro,23,21,2268,501.78999999999996,4
30,M,A1VZ9PY,Town,30-03-2015,Yes,CID1825,Without Offers,Smartphone,Fiber_Optic,12:08:44,22,198.89,47779.78,19,788.11,Yes,No,Yes,No Information Available,Poor Product Quality,0,Pro,37,31,1464,797.92,0
33,M,N3KW13J,City,15-09-2016,?,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:07:17,21,30.61,47019.21,29,,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,38,33,8523,837.42,3
48,F,JH1IAGP,City,31-05-2016,Yes,CID44385,Gift Vouchers/Coupons,Smartphone,Wi-Fi,0:37:30,16,32.96,20195.01,7,677.14,No,Yes,Yes,Solved,Poor Customer Service,1,Basic,14,13,264,211.78,1
46,F,ZSY6MUW,Village,12-09-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,16:05:56,17,115.26,84889.81,10,754.99,No,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,39,34,12450,1022.52,0
15,F,8UZBWTG,,15-06-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,23:22:30,8,467.3,5042.61,24,673.71,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,17,17,416,459.95,0
52,F,SRWVKQW,Town,15-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:52:57,5,172.5,20167.95,19,762.38,Yes,No,No,Not Applicable,Too many ads,0,Pro,19,18,1863,413.39,1
34,F,O830SD0,Village,15-06-2016,Yes,CID5711,Gift Vouchers/Coupons,Desktop,Wi-Fi,4:19:50,16,300.2,93490.61,6,784.48,Yes,Yes,Yes,Unsolved,Reasonable Price,0,Pro,27,25,1432,688.14,0
26,M,XHU8XEA,Village,17-02-2017,?,CID32653,Credit/Debit Card Offers,?,Fiber_Optic,2:50:42,21,40.8,20856.83,29,659.72,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Basic,15,14,363,315.19,1
24,M,ZEQ9FMT,City,05-07-2015,Yes,CID54554,Gift Vouchers/Coupons,Both,Fiber_Optic,23:00:21,10,1563.308719,40966.62,36.33902857,696.91,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,17,14,382,439.3,4
33,M,HJEGXM2,City,09-12-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,10:35:31,13,-271.9419487,35243.76,28,731.31,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,37,31,11016,650.39,1
46,M,E28B9X5,Town,19-10-2017,?,CID41525,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:47:50,9,81.16,26499.81,20,534.85,Yes,No,No,Not Applicable,No reason specified,0,Basic,20,20,291,653.19,4
59,M,P9PBOMF,Town,20-05-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,2:55:51,12,158.5,30607.68,26,531.67,Yes,No,No,Not Applicable,No reason specified,1,Basic,13,12,324,302.95,1
38,F,D20WZGF,Town,21-01-2015,Yes,CID58375,Gift Vouchers/Coupons,?,Wi-Fi,20:41:37,20,265.73,40549.66,Error,928.3596351,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,28,24,2357,519.61,6
57,F,L0V5K1A,Village,18-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12:00:08,10,213.15,59815.05,4,758.29,Yes,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,33,30,10729,460.57,1
31,M,XJQQG2O,Town,08-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:37:15,11,1206.292414,12019.39,14,796.54,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,64,42,11301,1925.24,4
42,F,MY0CP64,Village,01-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,3:20:34,16,39.53,30100.85,12,,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,16,15,1886,216.29,0
51,M,9FTDUTM,Town,09-05-2017,Yes,CID30808,Without Offers,Desktop,Fiber_Optic,20:12:41,10,77.2,48257.7,8,709.14,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,22,18,10744,203.35,6
34,M,K7ZFOO5,City,16-08-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,11:00:56,19,33.11,32802.02,Error,641.11,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,23,19,1998,344.16,0
52,F,R81OCRT,Town,17-11-2015,Yes,CID54637,Credit/Debit Card Offers,Desktop,Wi-Fi,9:14:54,12,138.51,32530.64,24,645.48,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,9,8,321,157.58,7
32,M,A1ZMZWV,City,17-05-2016,Yes,CID15351,Gift Vouchers/Coupons,Desktop,Wi-Fi,21:29:37,14,246.52,33196.85,14,734.12,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,32,23,2316,987.4,5
10,F,0IBXLUK,City,04-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,0:57:50,8,31.75,1899.08,18,812.22,Yes,No,Yes,Unsolved,Reasonable Price,0,Enterprise,33,26,8128,615.9399999999999,0
29,M,P4XIILV,Town,05-12-2015,Yes,CID46502,Without Offers,Both,Mobile_Data,3:16:28,13,1234.59,29791.95,19,,No,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,15,15,418,190.96,21
37,M,PGE67KY,City,30-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,4:06:49,16,69.46,86260.31,30.3054997,808.1,No,Yes,No,Not Applicable,Quality Customer Care,0,Pro,39,32,1950,980.11,0
45,F,CRS2SZB,Town,30-06-2017,Yes,CID720,Without Offers,Smartphone,Wi-Fi,20:54:28,13,144.86,16332.13,26,612.84,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,13,13,306,178.59,2
56,M,5UR7UI0,Town,07-06-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,5:28:56,12,34.09,29822.88,6,763.08,No,Yes,No,Not Applicable,Poor Website,0,Pro,42,29,1871,861.41,0
45,F,IV7CZO7,Town,17-01-2015,?,CID15111,Without Offers,Both,Mobile_Data,12:33:24,11,941.13,42075.18,14,558.02,Yes,No,No,Not Applicable,No reason specified,1,Basic,25,22,260,736.21,0
26,F,3R80XZV,,20-05-2016,?,CID8315,Without Offers,Desktop,Wi-Fi,0:07:52,12,182.7,20176.48,11,673.32,No,Yes,No,Not Applicable,No reason specified,1,Pro,20,16,1315,392.68,18
22,M,8KZ83XJ,Town,23-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,1:49:27,9,84.8,23982.29,6,1236.288114,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,50,39,11969,1211.5,1
28,F,0MG5AAE,Village,12-12-2016,No,xxxxxxxx,Without Offers,?,Wi-Fi,2:49:29,3,437.09,11088.06,Error,532.79,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,15,14,226,221.35999999999999,6
18,F,WFN0WLH,City,14-01-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,21:17:01,17,1061.841218,77314.85,5,747.0,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,28,23,8514,455.40999999999997,4
63,F,AAW66RL,City,19-01-2016,?,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,14:51:42,5,34.83,45124.63,5,707.27,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,39,32,7476,752.28,1
16,F,7MN5XHE,City,03-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,23:08:36,13,344.16,89254.1,3,838.81,Yes,No,No,Not Applicable,Quality Customer Care,0,Pro,24,22,2252,418.95,4
19,M,SDU7DWY,City,09-03-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,16:41:30,2,215.99,28889.21,15,,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,22,18,320,612.14,6
37,M,LJG6KT2,City,24-09-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,11:16:21,-999,55.3,44490.85,Error,645.94,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,10,10,306,163.19,2
47,M,C8XA4ED,City,11-10-2016,Yes,CID60408,Credit/Debit Card Offers,Desktop,Wi-Fi,23:23:07,14,44.02,36452.39,29,605.32,No,Yes,Yes,No Information Available,No reason specified,1,Pro,20,18,2380,288.21,8
20,M,B3POHG4,,17-02-2015,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,7:04:51,3,448.75,7957.43,12,521.42,Yes,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,14,14,290,314.88,4
48,M,43NXDNN,City,13-07-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,16:46:21,-999,171.8,93632.38,16,773.5,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,40,28,13457,914.06,0
13,F,0R6U8JK,Village,22-06-2017,?,CID8744,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:38:03,13,232.26,45050.52,16,211.3929576,No,Yes,Yes,Unsolved,No reason specified,1,Basic,18,16,380,376.87,0
62,F,LM9OLWG,,21-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,13:51:22,25,373.78,31061.48,12,707.43,No,Yes,Yes,Unsolved,Too many ads,0,Pro,46,39,1692,1338.2,1
43,M,03RCOGN,City,12-06-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,5:04:22,14,282.85,17686.77,23,687.07,No,Yes,Yes,Solved,Too many ads,0,Basic,12,11,317,253.1,1
17,F,TCC7ZSB,City,04-07-2016,Yes,CID26790,Without Offers,Smartphone,Fiber_Optic,7:09:50,4,737.85,35801.55,21,627.67,Yes,No,No,Not Applicable,Poor Website,1,Basic,18,17,209,352.46999999999997,8
55,M,26FUBHB,,21-08-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,3:06:09,-999,455.82,40536.05,11,640.06,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,13,11,442,340.66,11
57,F,ML7IKBR,,13-09-2015,Yes,CID50420,Without Offers,Desktop,Mobile_Data,0:02:09,19,1408.78,25846.93,22,,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,29,25,2703,815.26,5
26,F,UFX0FYD,City,06-11-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:33:11,8,120.03,27924.46,18,791.71,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,37,27,14758,793.25,3
28,F,DXG3BLX,Village,23-03-2017,Yes,CID36785,Without Offers,Smartphone,Wi-Fi,19:34:52,4,32.77,9160.19,22,650.92,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,8,7,289,76.16,37
42,M,61F1I3W,City,18-07-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,22:32:35,12,80.2,38714.6,17,684.17,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,22,21,200,617.0,4
13,M,YF6YPS7,City,28-08-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,20:16:57,13,30.2,5528.22,27,,No,Yes,No,Not Applicable,Poor Website,1,Pro,17,16,1358,305.3,3
18,F,L9XWKI4,Village,17-12-2016,?,CID27804,Credit/Debit Card Offers,Smartphone,Mobile_Data,5:49:52,10,85.56,6016.54,Error,777.98,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Enterprise,37,29,7581,695.16,2
43,F,DCW2NR0,City,11-03-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,0:00:58,8,182.94,47702.91,26,787.5,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,25,21,7581,525.75,4
43,M,QFYA51E,City,13-04-2015,Yes,CID3881,Credit/Debit Card Offers,Desktop,Mobile_Data,13:44:39,5,96.26,2014.22,12,668.06,Yes,No,Yes,No Information Available,Poor Customer Service,1,Pro,15,13,1899,270.52,13
14,F,YFUUXGS,Town,28-12-2016,?,CID45643,Without Offers,Desktop,Fiber_Optic,22:42:41,11,51.79,41351.1,25,500.66,No,Yes,Yes,No Information Available,Too many ads,1,Basic,13,12,366,343.65,4
57,M,J8K134U,Town,06-07-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,23:51:15,18,1313.186559,7299.0,11,1226.817318,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,22,19,486,601.9399999999999,3
53,M,0YXLYR1,Town,05-08-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,22:22:36,22,38.47,47881.87,27,697.28,Yes,No,Yes,Unsolved,No reason specified,1,Pro,16,15,2298,256.34,4
22,F,0BEPSV8,Town,15-01-2017,Yes,CID902,Credit/Debit Card Offers,?,Wi-Fi,13:29:14,8,1532.868339,4901.77,21,753.65,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0,Pro,31,25,2122,687.6999999999999,1
52,M,LPSRUW9,Village,24-04-2017,?,CID14216,Gift Vouchers/Coupons,Desktop,Mobile_Data,6:54:04,13,536.34,71830.45,2,756.5,Yes,No,No,Not Applicable,Quality Customer Care,0,Pro,34,30,1380,877.24,0
21,M,2CQXMZF,Town,26-01-2015,Yes,CID40301,Without Offers,Desktop,Wi-Fi,8:51:44,13,224.52,28949.22,-4.407431283,700.1,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,42,30,7350,766.39,5
11,F,IJUMTCH,City,07-01-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,5:53:18,2,33.44,25836.85,10,696.61,No,Yes,Yes,Unsolved,Too many ads,1,Basic,25,23,271,691.33,1
